,Event Date,CIS #,AE,Definite,Entered By,Entered Date,Customer,Adult Guests, Event Menu, Specialty Menu Items, Sweet Treats, Wedding Cake, Coffee + Tea Service, Soft Beverages, Specialty Soft Beverages, Alcoholic Beverages, Wine Service with Dinner, Champagne Toast, Event Personnel, Equipment - TBD, In House Equipment, In House Linens, In House Tables & Chairs, Equipment Rentals, Equipment Rentals - TBD, Venue to Provide, Florals, Florals - Outside, Decor, Tenting, Lighting, Valet, Credit Card Processing Fee, Service Charge, Venue Fee, Gratuity, Delivery, Suggestions & Options, Our Gift to You!, Total Discount,State, Subtotal,Sales Tax
118,2016-06-23,14333,Courtney,06/07/16,Porter,06/02/2016,Deloitte Services LP,35,1538.5,,140,,87.5,131.25,,280,,,1754,,509.95,,,230,,,410,,,,,,,,217.68,,150,,, 260,VA, 5448.88, 391.97
119,2016-06-25,13942,Courtney,05/25/16,Lane,04/25/2016,Bremmerman,100,4600,48.0,480,,125,400,,,,,2910,,1443.2,,,562.5,,,,,,,,,,90.0,,500.0,150,,,520.0,VA, 10670.7, 855.44
120,2016-06-25,10849,Courtney,08/10/15,Porter,07/28/2015,Wesenberg,110,3815,48,,,262.5,393.75,,,,,4230,,1746.15,,,,,,,,,,,,,90,,500,150,,, 520,MD, 11235.4, 810.5
121,2016-07-03,11664,Courtney,12/08/15,Porter,10/06/2015,Pendergast,55,2278,64,180.0,,,231,,,,,2950,,963.6,140.0,,,,,,,,,,,,,,,150,,, 500,VA, 6636.6, 492.12
122,2016-07-05,14666,Courtney,06/28/16,Porter,06/27/2016,Cronin,50,1395,72.75,180,,187.5,135,,,,,1398,,305.32,140,,1125.5,,,,,,,,,,,1034.77,900.0,75,,, 460.33,VA, 3628.32, 281.6
123,2016-07-09,10534,Courtney,08/19/15,Cheung,06/18/2015,Hartnett,139,4343.75,72.75,960.0,,187.5,417,,,,,3658,,1668.77,1230.0,,1125.5,,,,,,,,,,,1034.77,900,150.0,,, 1528.56,MD, 13408.04, 889.25
124,2016-07-22,13919,Courtney,05/13/16,Gordon,04/22/2016,Gaines,161,6917,583.55,960,,200,644,,,,,4874,,2714.46,1230,,,,,,,,,,,,,,,150,,,1183.57,MD, 17689.46, 1401.21
125,2016-07-30,12201,Courtney,12/28/15,Porter,11/13/2015,Pianta,125,4073,583.55,160.0,,175,160.0,,,,,5058,,1740.13,392.5,,,,,,,,,,,,,,,150,,, 1183.57,MD, 12172.18, 914.59
126,2016-07-30,14884,Courtney,07/26/16,Porter,07/19/2016,AlignStaffing,40,1050,,160,,62.5,160,,2876.0,,,1726,,714.4,60,80.0,,,,950.0,,,,,,,,,,120,,,1566.0,MD, 3990.4, 287.02
127,2016-08-05,14928,Courtney,07/28/16,Porter,07/22/2016,Unity Health Care  Inc.,200,5700,112.0,900,,62.5,600,,2876,,,4030,,854,,80,1036.0,,,950,,,,,,,,,200.0,150,,, 1566,DC, 16202.5,1107.13
128,2016-08-20,11702,Courtney,12/21/15,Porter,10/09/2015,Teixeira,101,3497,112,300,,,353.5,,2443,,,4878,,1362.29,,,1036,,,,,,,,,,,,200,150,,, 1230.57,VA, 14331.79, 1107.13
129,2016-08-24,15179,Courtney,08/19/16,Porter,08/16/2016,Field School,100,2025,,,,,258.75,,,,,3666.0,,780,,,1387.85,,,,,,,,,,,846.0,,150,,,830.0,DC, 2955,745.19
130,2016-08-26,13796,Courtney,05/13/16,Gordon,04/13/2016,Storey,109,3600.25,,,,,258.75,,,,,3666,,934.13,,,1387.85,,,,,,,,,,,846,,75,,, 830,MD, 10767.98, 745.19
131,2016-08-26,14932,Courtney,08/05/16,Porter,07/22/2016,McCormick,33,1155,176.0,12.0,552.0,,99,,,,,1526,,306.4,,,358.5,,,,,,,,,,,,1500.0,150,,, 709.41,VA, 3594.9, 256.85
132,2016-08-27,12502,Courtney,02/01/16,Arline,12/14/2015,Hayes,92,3454.5,176,12,552,350.0,560.0,,,,,3222,,1422,,,1217,,,,,,,,,,,,1500,75,,, 778,VA, 11630.5, 771.11
133,2016-08-31,13439,Courtney,05/24/16,Arline,03/09/2016,Justice Systems,140,4235,,840,,350,560,,836.0,,,3390,,3699.75,,,2400.5,,,,,,,,,,,,,150,,,825.75,DC, 15625.25, 1562.53
134,2016-08-31,14542,Courtney,07/06/16,Cheung,06/16/2016,The McCain Institute,125,1875,272.0,500,,187.5,225,,836,,,1440,,883.75,,,2684.0,,,,,,,,,,,,,75,,, 825.75,DC, 5834.75, 583.48
135,2016-09-03,14146,Courtney,06/27/16,Porter,05/16/2016,Nemec,116,2465,272,496.0,65.0,187.5,456,,,,,5884,,2230.98,340.0,,2684,,,,,,,,,,,,,150,,, 300,VA, 14329.48, 985.99
136,2016-09-03,10969,Courtney,08/26/15,Porter,08/09/2015,Brookbank,120,3986.5,487,496,65,187.5,496,,,,,5304,,2171.24,340,,1019.35,,,,,,,,,,,1200.0,,150,,, 240,VA, 13495.74, 1021.96
137,2016-09-04,14527,Courtney,06/22/16,Arline,06/15/2016,Andreatos,165,6602.75,,,990,187.5,783.75,,,,,4033,,3064.05,,,1019.35,,,,,,,,,,,1200,,150,,,,VA, 18030.4, 1343.39
138,2016-09-07,15392,Courtney,09/02/16,Porter,09/02/2016,Field School,20,405,,,,,287.5,,724.0,,,1286.0,,202.6,,,,,,,,,,,,,,75.0,,150,,,978.0,DC, 757.6,397.75
139,2016-09-15,14545,Courtney,08/16/16,Porter,06/16/2016,The McCain Institute,100,1000,,477.1,,187.5,287.5,,724,,,1286,,530,405.0,,1275.45,,,,,,,,,,,75,649.99,150,,, 978,DC, 4052.5, 397.75
140,2016-09-17,12526,Courtney,03/03/16,Arline,12/15/2015,Clark,134,3243.75,,477.1,,187.5,335,,2954.0,,,4698,,2279,405,,1275.45,,,,,,,,,,,1124.25,649.99,150,,, 948.9,MD, 14825.04, 943.79
141,2016-09-18,14032,Courtney,05/04/16,Porter,05/04/2016,Lockheed Martin,180,8380,,1122,,,540,,2954,,,2382,,1835.82,260,,,1368.5,,,,,,,,,,852.48,,125,,, 786.78,VA, 17598.82, 1568.27
142,2016-09-21,14750,Courtney,07/26/16,Porter,07/06/2016,CFA Society of Washington DC,150,2550,,90.0,,37.5,300,,1308,,,1966,,685.8,379.5,,,1368.5,,,,,,,,,,852.48,,75,,, 913.2,DC, 9485.28, 863.28
143,2016-09-22,15515,Courtney,09/16/16,Porter,09/15/2016,Board of Pensions PC USA,15,708.75,,90,,37.5,60,,315,,,1244,,278.55,140,,5389.0,,,,,,,,,,,,,150,,,,VA, 3023.8, 220.88
144,2016-09-24,12627,Courtney,02/09/16,Cheung,12/29/2015,Monajemi,175,1425,,,,437.5,525,70.0,,,,6061,,2975.25,,,5389,,,,,,,,,,,,,150,,,,DC, 16962.75, 1696.28
145,2016-09-24,10202,Courtney,02/09/16,Arline,05/12/2015,Orasin,120,4443.8,,,,,60,70,375.0,,,3864,,2005.56,,,2380.95,,,,,,,,,,,,,150,,,,VA, 12974.31, 952.41
146,2016-09-29,15456,Courtney,09/16/16,Porter,09/09/2016,Constitutional Accountability Center,75,450,,,,,150,,375,,,1209,,584.25,,,634,,,,,,,,,,,,,150,,,120.0,DC, 3552.25, 355.23
147,2016-09-29,15529,Courtney,09/20/16,Porter,09/16/2016,Field School,75,1400,,,,220.0,,,,,,3270.0,,570,,,1841.4,,,,,,,,,,,,500.0,150,,, 120,DC, 2120,711.87
148,2016-10-01,13311,Courtney,06/09/16,Porter,02/26/2016,Campbell,110,3343,,,198.0,220,123.75,,,,,3270,,814.88,,,1841.4,,,,,,,,,,,,500,150,,,82.5,VA, 10139.28, 711.87
149,2016-10-01,12489,Courtney,03/10/16,Cheung,12/14/2015,Hasford,33,1350,,600.0,198,200.0,123.75,,,,,1566,,589.38,260.0,,,,,,,,,,,,,,,150,,, 82.5,VA, 3977.13, 296.5
150,2016-10-07,15104,Courtney,08/29/16,Cheung,08/10/2016,Elwood,100,3575,,600,,200,325,,,,,2698,,1997,260,,,,,,,,,,,,,348.0,500.0,150,,,615.28,VA, 9805, 767.3
151,2016-10-08,15065,Courtney,08/15/16,Arline,08/08/2016,Malof,70,2660,172.5,280,65.0,357.5,210,24.0,,,,2094.5,,922.32,,,1764.95,,,,,,,,,,,348,500,150,,, 615.28,VA, 7164.82, 496.01
152,2016-10-08,13181,Courtney,03/14/16,Arline,02/16/2016,Busick,150,4876.5,172.5,858,65,357.5,536.25,24,,,,5982,,2359.5,700.2,,1764.95,,,,,,,,,,,,,150,,,696.47,DC, 17146.2, 1714.63
153,2016-10-09,8862,Courtney,05/19/15,Cheung,01/26/2015,Reckert,109,3651,1414,599.5,65,172.5,408.75,,,,,5986.5,,1752.07,700.2,,1594.0,,,,,,,,,,,,1000.0,150,,, 696.47,VA, 14727.02, 1120.15
154,2016-10-09,13966,Courtney,06/10/16,Gordon,04/27/2016,Martin,69,2600,24,240.0,65,172.5,276,,,,,3706,,1232.34,,,1594,,,,,,,,,,,,1000,150,,,,VA, 10819.84, 705.69
155,2016-10-12,15118,Courtney,08/29/16,Porter,08/11/2016,Hennessey,24,960,160.0,240,,60,24,,,,,1158,,397.68,120.0,20.0,,,,,,,,,,,,,400.0,150,,,325.68,VA, 2989.68, 221.74
156,2016-10-14,14150,Courtney,06/29/16,Gordon,05/16/2016,Zalewski,73,1790.25,160,320,,387.5,273.75,,,,,2686,,664.93,120,20,1250.0,,,,,,,,,,,750.0,400,150,,, 325.68,DC, 6584.93, 618.5
157,2016-10-15,13703,Courtney,05/17/16,Arline,04/04/2016,Isen,151,5324,72,109,,387.5,,,,,,6166,,2312.6,,,1250,,,,,,,,,,,750,,150,,,,VA, 16521.1, 1172.97
158,2016-10-16,14826,Courtney,08/19/16,Gordon,07/13/2016,Rezaeipour,133,5552.75,321.75,,,250,400.0,,,,,4406,,2645.37,,,2621.05,,,,,,,,,,,,,150,,,120.0,VA, 15946.92, 1192.8
159,2016-10-19,15393,Courtney,09/16/16,Porter,09/02/2016,Arizona State University,100,2640,,840.0,,480,400,,1530.0,765.0,,896,,355,,,1645.0,,,,,,,,,,,,,150,,, 120,DC, 4921, 492.1
160,2016-10-20,15160,Courtney,09/15/16,Porter,08/15/2016,AISGW,153,5625,,840,,,234,,1530,765,,4274,,1459.97,,,1645,,,,,,,,,,,,,150,,, 2193.8,DC, 16522.97,
161,2016-10-20,15528,Courtney,09/29/16,Porter,09/16/2016,Smithsonian Institution Freer-Sackler Gallery,120,1560,105.0,480,,162.5,108.0,,1203,,,2062,,1280.56,,,1830.0,,,,,,,,,,,,,150.0,,, 1764.8,DC, 5305,1104.16
162,2016-10-21,13101,Courtney,05/13/16,Porter,02/09/2016,Schroeder,102,3565.5,105,280.0,,162.5,108,,1297.0,,,3840,,1280.56,,,1830,,,,,,,,,,,,,150,,, 725,DC, 11041.56, 1104.16
163,2016-10-26,15992,Courtney,10/25/16,Porter,10/24/2016,Stanley Martin Homes,150,2600,,280,,,450,,1297,,,1426,,696.75,,,980.0,,,325.0,,,,,,,,,,150,,, 816.75,VA, 6899.75, 590.07
164,2016-10-26,15441,Courtney,09/20/16,Porter,09/08/2016,Truman Library Institute,50,1861,,276,,,129.37,,692,,,2414,,616.17,,,980,,,325,,,,,,,,75.0,,150,,, 635.13,DC, 7443.54, 744.36
165,2016-10-27,15535,Courtney,09/20/16,Porter,09/17/2016,The McCain Institute,100,1000,,420.0,,175.0,287.5,,820,,,1286,,530,240.0,,,,,,,,,,,,,75,,150,,, 978,DC, 4148.5, 407.35
166,2016-10-29,15464,Courtney,09/26/16,Porter,09/12/2016,Ballard,200,2160,151.0,420,,175,200,,,,,2170,,162,240,,1613.9,,,,,,,,,,,,320.0,150,,,1454.0,VA, 5677, 449.82
167,2016-10-30,11659,Courtney,12/28/15,Cheung,10/06/2015,Sandor,165,6013.75,151,,,163,495,,,,,7677,,3570.7,,,1613.9,,,,,,,,,,,,320,150,,, 1454,DC, 20154.35, 1983.44
168,2016-11-11,16093,Courtney,10/31/16,Burford,10/31/2016,The Winery at Bull Run,100,736.0,,,,80.0,192.0,,,,,1470.0,,368.96,120.0,70.0,180.0,,,,,,,,,,,,,150.0,,, 3685,VA,3366.96,233.34
169,2016-11-12,15720,Courtney,10/19/16,Porter,10/04/2016,Hagan,32,736,,240.0,65.0,80,192,,,,,1470,,368.96,120,70,180,,,,,,,,,,,,,150,,,80.0,VA, 3366.96, 233.34
170,2016-11-12,15553,Courtney,10/03/16,Porter,09/19/2016,Mumford,40,1400,,240,65,100,160,,1014.0,,,1470,,742.8,220,50.0,,,,,,,,,,,,,,150,,, 80,DC, 4547.8, 454.78
171,2016-11-14,15953,Courtney,11/01/16,Cheung,10/21/2016,WIley Rein,68,1938,,324,,250.0,272,,1014,,,2000,,788.8,200,50,,,,,,,,,,,,,,150,,,180.0,DC, 6736.8, 673.68
172,2016-11-18,16080,Courtney,11/08/16,Porter,10/31/2016,Field School,265,5462,202.5,265,,250,795,,,,,4894.0,,950.25,180,,,,,,,,,,,,,,600.0,225,,, 180,DC, 8127.25,1174.29
173,2016-11-19,14243,Courtney,08/03/16,Cheung,05/23/2016,Gingerwood Creative,101,4115.75,202.5,,,145.0,101,,,,,4894,,2279.57,350.0,,,,,,,,,,,,,,600,150,,, 520,DC, 12342.82, 1174.29
174,2016-12-01,15469,Courtney,09/16/16,Arline,09/12/2016,Stafford,58,1842,,375.0,,145,177,,1931.0,,,3222,,705.66,350,,,,,480.0,,,,,,,,,,150,,, 471.4,DC, 6591.66, 659.17
175,2016-12-01,15483,Courtney,10/27/16,Porter,09/13/2016,The McCain Institute,150,3600,,375,,,637.5,,1931,,,1226,,1378.8,,,,,,480,,,,,,,,,,150.0,,, 2797.7,DC, 9628.3, 962.83
176,2016-12-01,16121,Courtney,11/17/16,Porter,11/01/2016,The Greater Washington Business Aviation Association,60,1920,,144,,,160.0,,1680.0,,,954,,387.6,,,,,,,,,,,,,,,,150,,, 1001.4,VA, 3555.6, 286.9
177,2016-12-01,16248,Courtney,11/22/16,Porter,11/08/2016,Louis Vuitton,60,600,,600,,,160,,1680,,,915,,452,,,,,,,,,,,,,,,,150,,,270.0,VA, 4557, 386.02
178,2016-12-01,16086,Courtney,11/17/16,Arline,10/31/2016,National Constitution Center,100,500,228.0,,,,200,454.0,304,,,998,,620,,,2890.0,,,,,,,,,,,,3000.0,150,,, 270,DC, 2772, 277.2
179,2016-12-03,12902,Courtney,04/05/16,Cheung,01/25/2016,Fraenkel,227,10124.2,228,425.0,,,681,454,1193.0,,,6066,,2519.7,,60.0,2890,,,,,,,,,,,,3000,150,,, 567.5,DC, 26112.9, 2311.29
180,2016-12-08,16373,Courtney,11/21/16,Porter,11/16/2016,Georgetown University School of Foreign Service,85,1930,,425,,62.5,255,,1193,,,1334,,562,,60,,,,,,,,,,,,,,150,,, 120,DC, 5909,225.49
181,2016-12-08,16089,Courtney,11/17/16,Porter,10/31/2016,Cronin,25,925,,150,,62.5,75,,,,,1416,,251.4,,70,,,,,,,,,,,,,,75,,, 157.85,VA, 3024.9, 225.49
182,2016-12-08,16409,Courtney,11/30/16,Porter,11/17/2016,Louis Vuitton,35,200.0,,350,,,70,,,,,895,,197.75,,,,,,,,,,,,,,,,150,,,,MD, 1662.75, 107.57
183,2016-12-08,16410,Courtney,11/30/16,Porter,11/17/2016,Louis Vuitton,20,200,98.0,200,,292.5,40,,,,,895,,113,350.0,,,,,,,,,,,,,,,150,,,651.85,DC, 1598, 159.8
184,2016-12-10,12699,Courtney,03/14/16,Arline,01/05/2016,Mohr,117,3997,98,846,,292.5,351,,,,,6850,,1687.77,350,,,,,,,,,,,,,,300.0,150,,, 651.85,DC, 14622.27, 1462.23
185,2016-12-10,15901,Courtney,10/27/16,Porter,10/18/2016,Thaler,17,663,,294.0,,42.5,,,,,,990,,435.71,120,,,,,,,,,,,,,,300,150,,,1041.32,MD, 2701.21, 163.29
186,2016-12-10,15831,Courtney,10/27/16,Porter,10/12/2016,Item Inc,49,2368.5,,294,,,,,,,,2270,,474.32,80.0,50.0,,,,,,,,,,,,,,150,,, 1041.32,VA, 5556.82, 430.91
187,2016-12-10,16350,Courtney,11/17/16,Thaler,11/15/2016,Madan,42,1144.5,,304.5,,250.0,,,,,,1350.5,,656.94,80,50,695.0,,,150.0,,,,,,,,,,150,,, 50,VA, 3736.44, 273.15
188,2016-12-15,16321,Courtney,11/29/16,Porter,11/14/2016,National Archives Records Administration,100,1550,,,,250,140.0,,,,,1605,,550.5,,,695,,,150,,,,,,,,,,150,,, 653.5,DC, 4950.5,191.09
189,2016-12-16,16370,Courtney,11/22/16,Porter,11/16/2016,Lockheed Martin,35,988.75,,1078.0,,,140,154.0,,,,971,,332.46,522.0,140.25,,,,,,,1342.8,,,,,,,150,,, 229.99,VA, 2582.21, 191.09
190,2016-12-17,15475,Courtney,10/20/16,Arline,09/12/2016,Coastal Sunbelt Produce,70,3157,,1078,,150.0,7,154,,,,3084,,1045.69,522,140.25,,,,,,,1342.8,,,,,,,150,,, 759.02,VA, 10680.74, 807.69
191,2016-12-17,16258,Courtney,11/21/16,Thaler,11/08/2016,Giakoumatos,60,1827,,480,,150,60,,960.0,,,2018,,904.2,180,202,,,,,,,,225.0,,,,,,150,,,758.5,MD, 5971.2, 449.95
192,2016-12-22,16666,Courtney,12/12/16,Porter,12/09/2016,Stanley Martin Homes,60,1920,491.35,480,260.0,250.0,120,400.0,960,,,2182.5,,648,225,67.5,1782.99,,,,,,,225,,,,,500.0,150,,, 758.5,VA, 6978, 548.88
193,2017-01-07,13083,Courtney,03/31/16,Arline,02/08/2016,Wade,100,3318.75,491.35,,260,250,120.0,400,,,,4430.5,,1824.8,,,1782.99,,,,,,,,,,,,500,150,,, 357.2,VA, 13408.39, 954.31
194,2017-01-07,16824,Courtney,12/29/16,Porter,12/21/2016,LaPlace,30,1222.5,,160.0,,50,120,,480.0,240.0,,1244,,436.57,106.67,33.34,,,,,,,,,,,,,,150,,, 365.03,VA, 3223.07, 240.08
195,2017-01-24,16491,Courtney,01/05/17,Noonan,11/28/2016,Stanley Martin Homes,60,1440,,160,,120,180,,480,240,,2211,,722.8,106.67,33.34,,,,,,,,,,,,,,300,,, 881.39,VA, 6153.81, 446.43
196,2017-01-25,16565,Courtney,01/06/17,Porter,12/02/2016,American Institute in Taiwan,120,2484,,432,,350.0,525.0,,,,,1417.5,,1537.92,36,,,,,,,,,,,,,,300.0,135,,, 671.38,VA, 6042.42, 4
197,2017-01-28,16359,Courtney,12/29/16,Thaler,11/15/2016,Alexandria Assembly,175,5506.5,,522,,350,525,,,,,3264,,1318.62,118.0,,,,,,,,,,,,,130.0,300,150,,, 1925.63,MD, 11936.12, 965.31
198,2017-01-29,16357,Courtney,12/29/16,Arline,11/15/2016,Phelan,69,1173,,608.0,,,69,,825.0,,,1928.5,,731.4,118,,1630.0,,,,,,,,,,,130,,150,,,773.64,VA, 4299.9, 290.87
199,2017-01-30,16413,Courtney,12/29/16,Arline,11/17/2016,Westaf,76,2136.75,,608,,,190,,825,680.0,,2630,,890.86,,,1630,,,,,,,1800.0,,,,,,150.0,,, 773.64,VA, 9720.37, 733.62
200,2017-02-07,16781,Courtney,12/29/16,Arline,12/16/2016,The George W. Bush Presidential Center,85,2285,,510,,106.25,170.0,,1190.0,680,255.0,2717,,1036.7,140.0,,1780,,,,,,,1800,,,,75.0,,150,,, 690,DC, 10958.7, 1095.87
201,2017-02-07,16892,Courtney,01/05/17,Thaler,12/29/2016,McCain,85,3200.25,,304.0,,106.25,170,,1190,836.0,255,1545,,592.25,140,,1767.0,,,,,,,,,,,75,,150,,, 543.65,DC, 7423.75, 734.89
202,2017-02-10,16783,Courtney,12/29/16,Arline,12/16/2016,The George W. Bush Presidential Center,76,2128,,304,,,,,,836,,2272.5,,1003.18,,,1767,,,,,,,,,,,,,150,,, 504.98,DC, 8460.68, 846.07
203,2017-02-25,16569,Courtney,12/15/16,Porter,12/02/2016,Craft Hospitality,1000,6840.0,,1080.0,,225.0,360.0,,3240.0,,,1123,,4042.5,,,1969.3,,,675.0,,,,,,194.71,,,,225,,,808.5,DC, 3317.3, 331.73
204,2017-03-08,16753,Courtney,02/06/17,Arline,12/14/2016,AOPA,180,6840,,1080,,225,360,,3240,,,5787.5,245.0,4042.5,790.6,,2747.9,,,675,,,,,,194.71,,,,150,,, 808.5,VA, 25342.61, 1969.67
205,2017-03-11,15120A,Courtney,02/06/17,Gordon,08/11/2016,Browne Academy,75,5381.5,,850.0,,175,589.6,,,,,6869,245,2514.67,790.6,,1224,,,,,,,,,,,,500.0,150.0,,, 3556.63,VA, 17789.37,1346.97
206,2017-03-18,15421,Courtney,12/28/16,Arline,09/06/2016,Branch,168,6803.75,,850,,312.5,168,,,,,6310,,2582.3,,,,,,,,,,,,,,,500,150,,, 867.46,VA, 17676.55, 1346.97
207,2017-03-22,16846,Courtney,12/29/16,Porter,12/22/2016,Lockheed Martin,165,6022.5,,,,,540,,5760.0,2400.0,,2367,,1707.02,,,8713.4,,,2000.0,,,2880.0,,,,,,,150,,, 1804.18,VA, 10786.52, 900.69
208,2017-03-22,16533,Courtney,01/05/17,Thaler,11/30/2016,CFA Society of Washington DC,480,21676,,1190.0,,,1920,,5760,2400,,16803,,5795.44,,,8713.4,,,2000,,,2880,,,,,,,150,,, 7169.36,DC, 68097.84, 6809.78
209,2017-03-22,16847,Courtney,12/29/16,Porter,12/22/2016,Lockheed Martin,170,7520,,1190,390.0,134.0,510,,1530,,,2273,,2118.2,,,,,,,,,,,,,,,,150,,, 1562.8,VA, 15291.2, 1338.47
210,2017-03-25,16512,Courtney,02/13/17,Gordon,11/29/2016,Hoobler,134,4140,,190.0,390,134,380.0,,,,,3905.5,,738.2,,,1047.0,,,,,,,,,,,,,150,,, 1875.25,DC, 9457.7, 945.77
211,2017-03-25,14476,Courtney,08/29/16,Periandri,06/10/2016,Bayliss,95,4060,,190,760,237.5,380,,,,20.0,3890,,2292.35,274.5,,1047,,,,,,,,,37.0,,,,150,,,109.71,VA, 13006.85, 996.51
212,2017-03-26,17054,Courtney,02/13/17,Arline,01/11/2017,Jenkins,20,630,,,,40,80,,495.0,488.36,20,1123,,373.39,274.5,225.0,,,,,,,,,,37,,,,150,,, 109.71,DC, 2727.89, 269.09
213,2017-03-28,17997,Courtney,03/16/17,Porter,03/13/2017,Brussels Airlines,75,1837.5,,,,150,150,,495,488.36,,2025,,772.44,210,225,,,,,,,,,,,,,,150,,, 352.56,VA, 6503.3, 506.03
214,2017-04-02,17161,Courtney,02/24/17,Thaler,01/18/2017,Srivastava,154,5624,,,,308,616,,,,,4494,,3177.27,509.6,,,,,,,,,,,56.04,,,,150,,, 743.15,VA, 14878.87, 1145.66
215,2017-04-07,17725,Courtney,03/16/17,Porter,02/24/2017,Davis Polk & Wardwell,40,920,,,,,150,,,,,458,,363.6,,,1529.5,,,,,,,,,56.04,,,,150,,, 110,DC, 2097.64, 204.16
216,2017-04-08,16570,Courtney,02/13/17,Porter,12/02/2016,Craft Hospitality,1000,7649.0,,,,178.0,712.0,,,,,1123,,4102.9,,20.0,1529.5,,,,,,,,,,,,,75,,,,DC, 2727.5, 272.75
217,2017-04-15,14745,Courtney,08/23/16,Gordon,07/06/2016,Diamond Events,178,7649,18.0,,210.0,178,712,,,,,4466,,4102.9,120.0,20,,,,,,,,,,,,,,150,,,263.16,MD, 17277.9, 1369.23
218,2017-04-16,17569,Courtney,03/13/17,Thaler,02/16/2017,Pham,35,1369.5,18,135.0,210,40.0,40,,200.0,,,1800,,505.8,120,90,,,,,,,,,,,,,,150,,, 263.16,MD, 4303.3, 314.7
219,2017-04-18,18433,Courtney,04/11/17,Porter,04/07/2017,Crystal City Bid,20,675,,135,,40,40,,200,,,740,,225.79,90,172.5,,,,,,,,,,,,260.0,,150,,, 162.76,VA, 2468.29,433.16
220,2017-04-21,14436,Courtney,08/10/16,Arline,06/08/2016,Hutchins,80,1760,,480,,160.0,300,,,,,1998,,808,180,,,,,,,,,,,,,260,,150,,,,VA, 5936, 433.16
221,2017-04-27,16986,Courtney,02/24/17,Thaler,01/06/2017,Pactolus Private Wealth Management,40,3000,100.0,180,,160,320,,,,,2860,,1232.8,497,,,,,,,,,,,,,,,150,,,730.0,VA, 8399.8, 641.39
222,2017-04-29,13479,Courtney,06/10/16,Arline,03/11/2016,Rai,156,4910,100,140.95,100.0,165.0,412.5,126.5,,,,6014,,3335.25,720,,1294.0,,,,,,,,,,,,,150,,, 730,DC, 15782.7, 1578.28
223,2017-04-29,13720,Courtney,05/26/16,Arline,04/05/2016,Warlick,72,2472.75,288,126,100,165,432,126.5,,,,4294,,1165.68,580.0,,1294,,,,,,,,,,,,,150,,,,MD, 10613.93, 776.25
224,2017-04-29,14814,Courtney,08/08/16,Porter,07/12/2016,Smith,140,5040,156,700,,350,455,280,,,,5498,,2409.4,580,,230,,,,,,,,,,,,,150,,,316.07,DC, 15848.4, 1584.84
225,2017-04-30,14767,Courtney,09/22/16,Thaler,07/07/2016,Kinnier,105,4287.25,48,480.0,,262.5,393.75,,1200.0,300.0,,4518,,1638.04,513,,2271.0,,,,,,,,,,,,,150,,, 316.07,DC, 11810.54, 1181.06
226,2017-05-02,17402,Courtney,02/15/17,Thaler,02/06/2017,New England Council,80,2800,96.0,480,,,375,,1200,300,,3745,,2136,,,2271,,,,,,,,,,,250.0,,150,,, 250,DC, 13457, 1345.7
227,2017-05-04,15264,Courtney,09/29/16,Arline,08/24/2016,Bonilla,80,2128,96,,,,150.0,,,,,3018,,1325.6,,,689.0,,,,,,,,,159.25,,250,,150,,, 467.5,VA, 6967.6, 483.02
228,2017-05-06,14236,Courtney,08/01/16,Arline,05/23/2016,Clokey,175,5406.75,,300.0,,,150,,,,,5817,,2785.5,,,689,,,,,,,,,159.25,,,,150,,,466.6,VA, 15157.5, 1113.17
229,2017-05-06,14711,Courtney,08/10/16,Porter,06/30/2016,Ockerman,100,4425,,300,,,400,,,,,4294,,1866.4,,,2004,,,,,,,,,,,1200.0,,150,,, 466.6,DC, 13439.4, 1343.94
230,2017-05-07,14208,Courtney,08/15/16,Porter,05/19/2016,Fontenot,95,2557.5,,,,,95,,,,,2992,,1004.15,,,,,,,,,,,,,,1200,,150,,, 180,VA, 7998.65, 505.02
231,2015-12-17,12494,Daniela,12/14/2015,Salazar,12/14/2015,Araujo,10.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 103436.73,VA, 1479871.11,  113889.01
232,2015-12-17,12494,Daniela,12/14/15,Salazar,12/14/2015,Araujo,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,VA, 50, 5
233,2015-12-24,12596,Daniela,12/23/15,Salazar,12/23/2015,Figueroa,25,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 75,VA, 75, 7.5
234,2015-12-24,12510,Daniela,12/14/15,Salazar,12/14/2015,Araujo,1,80,132.0,,,,,,,,,3213.4,,1217.24,,,1378.0,,,,,,,,,,,,,150.0,,,867.6,VA, 80, 8
235,2015-12-31,9956,Daniela,06/11/15,Salazar,04/22/2015,Weisz,132,8943,132,390.0,,100.0,260.0,97.5,,,,3213.4,,1217.24,31.0,,1378,,,,,,,,,,,,1250.0,150,,, 867.6,DC, 15033.64, 1503.36
236,2016-01-16,12474,Daniela,12/30/15,Salazar,12/11/2015,Top Of The Town,65,1950,31.9,390,,100,260,97.5,,,,2462,,1027.76,31,,,,,,,,,,,,,,1250,150.0,,, 832,VA, 7600.16, 494.19
237,2016-02-02,12903,Daniela,01/27/16,Salazar,01/25/2016,World Wildlife Fund,65,780,,195,,,243.75,,,,,1750,,809,248,,,,,,,,,,,,,,,150,,,,DC, 4175.75,21.4
